# celestial_stars.dat
#
# An excerpt of the Hipparcos Catalogue (main catalog, hip_main.dat)
# containing the named stars supported by weewx-celestial.
#
# Source: The Hipparcos and Tycho Catalogues, ESA SP-1200 (1997).
#         European Space Agency.  Distributed by the Centre de Donnees
#         astronomiques de Strasbourg (CDS) as VizieR catalog I/239:
#         https://cdsarc.cds.unistra.fr/ftp/cats/I/239/hip_main.dat
#
# Each data line is an unmodified record from hip_main.dat.
#
H|       11767| |02 31 47.08|+89 15 50.9| 1.97|1|H|037.94614689|+89.26413805| |   7.56|   44.22|  -11.74|  0.39|  0.45|  0.48|  0.47|  0.55|-0.16| 0.05| 0.27|-0.01| 0.08| 0.05| 0.04|-0.12|-0.09|-0.36|  1| 1.22| 11767| 2.756|0.003| 2.067|0.003| | 0.636|0.003|T|0.70|0.00|L| | 2.1077|0.0021|0.014|102| | 2.09| 2.13|   3.97|P|1|A|02319+8915|I| 1| 1| | | |  |   |       |     |     |    |S| |P|  8890|B+88    8 |          |          |0.68|F7:Ib-IIv SB|G 
H|       12191| |02 37 01.94|+42 03 45.8| 7.28| |G|039.25808932|+42.06273007| |  16.71|  -38.74|  -39.91|  0.76|  0.45|  0.97|  0.89|  0.80| 0.00| 0.25|-0.19| 0.05|-0.05|-0.02| 0.02|-0.31| 0.31| 0.05|  0| 1.12| 12191| 8.050|0.007| 7.340|0.006| | 0.656|0.015|G|0.72|0.01|H| | 7.4156|0.0011|0.011|139| | 7.39| 7.43|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 16175|B+41  496 |          |          |0.72|G0          |S 
H|       12706|H|02 43 18.12|+03 14 10.2| 3.47| |G|040.82551897|+03.23617162|A|  39.78| -146.43| -145.27|  1.04|  0.83|  0.95|  1.05|  0.95|-0.08| 0.21|-0.16| 0.14| 0.09|-0.11| 0.07| 0.30| 0.04|-0.10|  2| 1.65| 12706| 3.598|0.007| 3.460|0.005|*| 0.093|0.004|G|0.10|0.02|A|*| 3.5001|0.0007|0.003| 45|*| 3.49| 3.51|       |C| | |02433+0314|I| 1| 2|C| |A|AB|298|  2.597|0.027| 3.07|0.12|S| | | 16970|B+02  422 |          |          |0.10|A3V         |X 
H|       12961| |02 46 42.70|-23 05 13.0|10.25| |G|041.67791744|-23.08695475| |  42.01|  292.67|  141.42|  1.29|  1.09|  1.58|  1.46|  1.11| 0.20| 0.08| 0.03| 0.36| 0.05| 0.19| 0.06| 0.21|-0.21| 0.27|  4| 1.03| 12961|12.062|0.140|10.509|0.053| | 1.389|0.018|G|1.64|0.03|I| |10.3493|0.0028|0.025| 90| |10.31|10.39|       | | | |          | |  | 1| | | |  |   |       |     |     |    | | | |      |          |C-23  1056|          |1.64|M0          |S 
H|       13061| |02 47 54.44|+29 14 50.7| 4.52| |H|041.97683942|+29.24742385| |  18.06|  148.42| -125.76|  0.71|  0.49|  0.84|  0.89|  0.76| 0.24| 0.28|-0.16| 0.07| 0.18|-0.17| 0.20| 0.06| 0.10| 0.21|  2| 0.19| 13061| 5.955|0.004| 4.642|0.002| | 1.112|0.002|G|1.04|0.03|G| | 4.6868|0.0004|0.003| 87| | 4.68| 4.69|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 17361|B+28  462 |          |          |1.04|K1III       |X 
H|       13192| |02 49 44.32|+71 45 11.9| 8.17| |H|042.43465843|+71.75331104| |  12.78|   91.00|  -32.45|  0.60|  0.68|  0.90|  0.62|  0.77|-0.28| 0.22|-0.07|-0.03|-0.05| 0.21|-0.06| 0.20|-0.05|-0.24|  0|-1.35| 13192| 8.931|0.011| 8.234|0.010| | 0.643|0.012|T|0.71|0.01|L| | 8.3063|0.0013|0.015|138| | 8.29| 8.34|       |C| | |          | |  | 1| | | |  |   |       |     |     |    | | | | 17156|B+71  171 |          |          |0.66|G5          |S 
H|       13209| |02 49 58.99|+27 15 38.8| 3.61| |G|042.49578911|+27.26079044| |  20.45|   65.47| -116.59|  0.74|  0.49|  0.79|  1.00|  0.68| 0.26| 0.12| 0.03|-0.10| 0.13| 0.07| 0.17|-0.01|-0.03|-0.18|  0| 0.56| 13209| 3.489|0.002| 3.596|0.003| |-0.100|0.000|G|-.08|0.00|H| | 3.5831|0.0006|0.004| 62| | 3.58| 3.59|       | | | |02499+2715|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17573|B+26  471 |          |          |-.08|B8Vn        |X 
H|       13268| |02 50 41.79|+55 53 43.9| 3.77|1|G|042.67413655|+55.89552955| |   2.45|   16.64|  -13.76|  0.54|  0.52|  0.75|  0.74|  0.66| 0.00| 0.34| 0.04| 0.36|-0.08| 0.31|-0.12| 0.17|-0.04|-0.22|  0| 0.02| 13268| 5.932|0.007| 3.952|0.003| | 1.690|0.007|G|1.64|0.03|C| | 3.8960|0.0011|0.008| 76| | 3.88| 3.91|       |U|2| |02506+5553|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17506|B+55  714 |          |          |1.64|K3Ib comp SB|G 
H|       13288| |02 51 02.35|-21 00 14.3| 4.76| |G|042.75977464|-21.00397890| |  17.85|  -39.00|  -16.63|  0.47|  0.46|  0.69|  0.48|  0.50| 0.23| 0.14| 0.02| 0.38|-0.14| 0.20|-0.09| 0.01| 0.05| 0.43|  0| 1.17| 13288| 5.927|0.003| 4.873|0.002| | 0.906|0.009|G|0.91|0.02|A| | 4.9284|0.0006|0.005|110| | 4.92| 4.94|       | | | |02510-2100|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17824|B-21  509 |          |          |0.91|K0III       |4 
H|       13701| |02 56 25.60|-08 53 51.4| 3.89| |G|044.10668245|-08.89760976| |  24.49|   77.73| -219.99|  0.59|  0.52|  0.72|  0.66|  0.63| 0.42| 0.06| 0.02| 0.12| 0.23|-0.18| 0.26| 0.00|-0.02| 0.44|  0| 0.88| 13701| 5.299|0.003| 4.021|0.002| | 1.088|0.025|G|1.08|0.02|A| | 4.0583|0.0004|0.005|112| | 4.05| 4.07|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 18322|B-09  553 |          |          |1.08|K1III-IV    |X 
H|       13847|H|02 58 15.72|-40 18 17.0| 2.88| |H|044.56548180|-40.30473491|A|  20.22|  -53.53|   25.71|  0.49|  0.52|  0.54|  0.49|  0.56|-0.12| 0.16|-0.07|-0.16|-0.07| 0.11|-0.04|-0.10| 0.04|-0.02|  9| 1.58| 13847| 3.052|0.002| 2.898|0.002|*| 0.128|0.012|G|0.17|0.02|A|*| 2.9378|0.0011|0.009|135|*| 2.93| 2.96|       |D| | |02583-4018|I| 1| 2|C| |A|AB| 90|  8.310|0.003| 1.09|0.01|S| | | 18622|          |C-40   771|P-40   253|0.17|A4III+...   |S 
H|       13993| |03 00 10.67|-20 48 09.2| 7.81| |H|045.04445286|-20.80254974| |   7.82|  -18.14|  -22.20|  0.69|  0.61|  1.06|  0.94|  0.92| 0.04| 0.29|-0.18| 0.26|-0.12| 0.25| 0.03|-0.12|-0.02| 0.43|  0|-1.21| 13993| 8.977|0.013| 7.905|0.009| | 0.936|0.015|G|0.93|0.01|H| | 7.9706|0.0013|0.012|115| | 7.95| 7.99|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 18742|B-21  533 |          |          |0.93|G8/K0IV     |4 
